,Cidade,UF,Código,Latitude,Longitude,Altitude,geometry,Dis_1,Viz_1,Dis_2,Viz_2,Dis_3,Viz_3,Dis_4,Viz_4,Dis_5,Viz_5,Dis_6,Viz_6,Dis_7,Viz_7,Dis_8,Viz_8,Dis_9,Viz_9,Dis_10,Viz_10
2582,BANDEIRANTES,MS,S703,-19.945539,-54.368533,624,POINT (-54.368533 -19.945539),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2587,DOM ELISEU,PA,A252,-4.280556,-47.563972,251,POINT (-47.563972 -4.280556),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2588,QUIXADA,CE,A369,-4.978783,-39.057183,193,POINT (-39.057183 -4.978783),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2639,CARMO,RJ,A629,-21.938745,-42.600936,293,POINT (-42.600936 -21.938745),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2642,CAARAPO,MS,S706,-22.657056,-54.819306,456,POINT (-54.819306 -22.657056),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2657,CHAPECO,SC,A895,-27.95527777,-52.63555555,680,POINT (-52.63555555 -27.95527777),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2658,ANGICAL DO PIAUI,PI,A377,-6.08944444,-42.72749999,183,POINT (-42.72749999 -6.08944444),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2659,CAMAPUA,MS,S707,-19.587528,-54.030083,540,POINT (-54.030083 -19.587528),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2660,SANTA RITA DO PARDO,MS,S716,-21.305889,-52.820375,383,POINT (-52.820375 -21.305889),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2665,TIANGUA,CE,A368,-3.732169,-41.011881,756,POINT (-41.011881 -3.732169),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2799,SANTA MARIA DAS BARREIRAS,PA,A256,-8.72972221,-49.85638888,165,POINT (-49.85638888 -8.72972221),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
2943,POMPEU,MG,A560,-19.23249999,-44.96416666,705,POINT (-44.96416666 -19.23249999),,A872,,A214,,A204,,A112,,A035,,A215,,A529,,A535,,A803,,A126
